Check record,Record,Country,State,County,Location,Grid,Trail,Plot,Distance.begining,Side,Transect.length,N.subplots,sampling.protocol,Data(YYYYMMDD),Class,Order,Family,Subfamily,Genus,Taxon,cf,Frequency,LAT,LONG,easting (UTM),northing (UTM),Trophic.group,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador
"106,106,Brasil,Amazonas,Manaus,campusUFAM,,,6,0,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._2,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"107,107,Brasil,Amazonas,Manaus,campusUFAM,,,3,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._2,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"108,108,Brasil,Amazonas,Manaus,campusUFAM,,,3,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._2,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"109,109,Brasil,Amazonas,Manaus,campusUFAM,,,7,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._2,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"110,110,Brasil,Amazonas,Manaus,campusUFAM,,,6,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._2,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
111,111,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._3,,1,-4.5916844,-61.283278,NA,NA,H,,,,,,
"112,112,Brasil,Amazonas,Manaus,campusUFAM,,,11,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Anoplotermes_sp._4,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
113,113,Brasil,Amazonas,,BR319,Purupuru,1,1500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._1,,1,-3.350999896,-59.84685821,NA,NA,H,,,,,,
114,114,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._2,,1,-4.5916844,-61.283278,NA,NA,H,,,,,,
115,115,Brasil,Amazonas,,BR319,Purupuru,1,4500,130,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Aparatermes,Aparatermes_sp._3,,1,-3.34439789,-59.82082402,NA,NA,H,,,,,,
116,116,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,500,130,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,,Apicotermitinae_sp._A,cf.,1,-2.98036785,-59.95657611,9670109.25,838361.24,,,,,,,
117,117,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,2500,230,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,,Apicotermitinae_sp._B,cf.,1,-2.95980237,-59.94154431,9672381.02,840040.33,,,,,,,
118,118,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,500,180,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,,Apicotermitinae_sp._D,cf.,1,-2.97153048,-59.95789758,9671087.85,838216.88,,,,,,,
119,119,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,4500,180,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,,Apicotermitinae_sp._E,cf.,1,-2.96583161,-59.9223829,9671707.73,842170.89,,,,,,,
120,120,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,2500,30,,250,10,manual,1009,Insecta,Isoptera,Termitidae,Apicotermitinae,Grigiotermes ,Grigiotermes_sp._1,,1,-2.9508824,-59.94286579,9673368.78,839895.98,,,,,,,
"121,121,Brasil,Amazonas,Manaus,campusUFAM,,,15,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Grigiotermes ,Grigiotermes_sp._2,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
122,122,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,500,205,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,Ruptitermes,Ruptitermes_arboreus,,1,-2.97153048,-59.95789758,9671087.85,838216.88,,,,,,,
123,123,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,3500,180,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,Ruptitermes,Ruptitermes_arboreus,,1,-2.96723568,-59.93130286,9671555.06,841177.78,,,,,,,
124,124,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,2500,230,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,Ruptitermes,Ruptitermes_arboreus,,1,-2.97755972,-59.93881876,9670414.6,840338.2,,,,,,,
125,125,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,500,130,,250,10,manual,2009,Insecta,Isoptera,,Apicotermitinae,Ruptitermes,Ruptitermes_cf._xanthochiton,,1,-2.98036785,-59.95657611,9670109.25,838361.24,,,,,,,
126,126,Brasil,Amazonas,,BR319,Purupuru,2,1500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Ruptitermes,Ruptitermes_sp._1,,1,-3.36066599,-59.84451103,NA,NA,H,,,,,,
"127,127,Brasil,Amazonas,Manaus,campusUFAM,,,7,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Ruptitermes_sp._2,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"128,128,Brasil,Amazonas,Manaus,campusUFAM,,,5,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Anoplotermes,Ruptitermes_sp._2,,1,-3.099633,-59.982967,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
"129,129,Brasil,Amazonas,Manaus,campusUFAM,,,7,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Apicotermitinae,Rupititermes,Ruptitermes_sp._3,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Azevedo, R. A."",""Dambros,C.S."","
130,130,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Apicotermitinae,Tetimatermes,Tetimatermes_sp._1,,1,-4.5916844,-61.283278,NA,NA,H,,,,,,
131,131,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-4.6032769,-61.257797,NA,NA,M/MSD,,,,,,
132,132,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-4.5913411,-61.2721843,NA,NA,M/MSD,,,,,,
133,133,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-4.6104867,-61.2637139,NA,NA,M/MSD,,,,,,
134,134,Brasil,Amazonas,,BR319,Purupuru,1,4500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.34439789,-59.82082402,NA,NA,M/MSD,,,,,,
135,135,Brasil,Amazonas,,BR319,Purupuru,2,1500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.36066599,-59.84451103,NA,NA,M/MSD,,,,,,
136,136,Brasil,Amazonas,,BR319,Purupuru,2,2500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.358089477,-59.83487251,NA,NA,M/MSD,,,,,,
137,137,Brasil,Amazonas,,BR319,Purupuru,2,3500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.356154431,-59.82702739,NA,NA,M/MSD,,,,,,
"138,138,Brasil,Amazonas,Manaus,campusUFAM,,,4,0,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.098541,-59.982655,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"139,139,Brasil,Amazonas,Manaus,campusUFAM,,,4,0,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.098541,-59.982655,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"140,140,Brasil,Amazonas,Manaus,campusUFAM,,,11,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
141,141,Brasil,Amazonas,,BR319,Igapo-acu,1,500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6096445,-61.2500883,NA,NA,M,,,,,,
142,142,Brasil,Amazonas,,BR319,Igapo-acu,1,500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6096445,-61.2500883,NA,NA,M,,,,,,
143,143,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6032769,-61.257797,NA,NA,M,,,,,,
144,144,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6032769,-61.257797,NA,NA,M,,,,,,
145,145,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6032769,-61.257797,NA,NA,M,,,,,,
146,146,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5913411,-61.2721843,NA,NA,M,,,,,,
147,147,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5913411,-61.2721843,NA,NA,M,,,,,,
148,148,Brasil,Amazonas,,BR319,Igapo-acu,1,4500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5854027,-61.2787987,NA,NA,M,,,,,,
149,149,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6104867,-61.2637139,NA,NA,M,,,,,,
150,150,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6043445,-61.2703712,NA,NA,M,,,,,,
151,151,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6043445,-61.2703712,NA,NA,M,,,,,,
152,152,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6043445,-61.2703712,NA,NA,M,,,,,,
153,153,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.6043445,-61.2703712,NA,NA,M,,,,,,
154,154,Brasil,Amazonas,,BR319,Igapo-acu,2,3500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5977462,-61.2765402,NA,NA,M,,,,,,
155,155,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5916844,-61.283278,NA,NA,M,,,,,,
156,156,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-4.5916844,-61.283278,NA,NA,M,,,,,,
157,157,Brasil,Amazonas,,BR319,Purupuru,1,500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.353377003,-59.85562996,NA,NA,M,,,,,,
158,158,Brasil,Amazonas,,BR319,Purupuru,1,500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.353377003,-59.85562996,NA,NA,M,,,,,,
159,159,Brasil,Amazonas,,BR319,Purupuru,1,1500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.350999896,-59.84685821,NA,NA,M,,,,,,
160,160,Brasil,Amazonas,,BR319,Purupuru,1,1500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.350999896,-59.84685821,NA,NA,M,,,,,,
161,161,Brasil,Amazonas,,BR319,Purupuru,1,3500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.3464562,-59.8295038,NA,NA,M,,,,,,
162,162,Brasil,Amazonas,,BR319,Purupuru,1,4500,180,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.34439789,-59.82082402,NA,NA,M,,,,,,
163,163,Brasil,Amazonas,,BR319,Purupuru,1,4500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.34439789,-59.82082402,NA,NA,M,,,,,,
164,164,Brasil,Amazonas,,BR319,Purupuru,2,500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.362924997,-59.85303702,NA,NA,M,,,,,,
165,165,Brasil,Amazonas,,BR319,Purupuru,2,1500,230,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.36066599,-59.84451103,NA,NA,M,,,,,,
166,166,Brasil,Amazonas,,BR319,Purupuru,2,3500,130,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.356154431,-59.82702739,NA,NA,M,,,,,,
167,167,Brasil,Amazonas,,BR319,Purupuru,2,3500,30,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.356154431,-59.82702739,NA,NA,M,,,,,,
168,168,Brasil,Amazonas,,BR319,Purupuru,2,3500,80,,250,5,manual,2011,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.356154431,-59.82702739,NA,NA,M,,,,,,
"169,169,Brasil,Amazonas,Manaus,campusUFAM,,,6,0,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"170,170,Brasil,Amazonas,Manaus,campusUFAM,,,9,0,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.088826,-59.970547,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"171,171,Brasil,Amazonas,Manaus,campusUFAM,,,13,0,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"172,172,Brasil,Amazonas,Manaus,campusUFAM,,,11,25,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"173,173,Brasil,Amazonas,Manaus,campusUFAM,,,15,25,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"174,174,Brasil,Amazonas,Manaus,campusUFAM,,,15,25,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"175,175,Brasil,Amazonas,Manaus,campusUFAM,,,15,25,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"176,176,Brasil,Amazonas,Manaus,campusUFAM,,,3,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"177,177,Brasil,Amazonas,Manaus,campusUFAM,,,6,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"178,178,Brasil,Amazonas,Manaus,campusUFAM,,,7,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"179,179,Brasil,Amazonas,Manaus,campusUFAM,,,9,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.088826,-59.970547,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"180,180,Brasil,Amazonas,Manaus,campusUFAM,,,11,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"181,181,Brasil,Amazonas,Manaus,campusUFAM,,,13,50,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"182,182,Brasil,Amazonas,Manaus,campusUFAM,,,11,75,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"183,183,Brasil,Amazonas,Manaus,campusUFAM,,,11,75,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"184,184,Brasil,Amazonas,Manaus,campusUFAM,,,13,75,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"185,185,Brasil,Amazonas,Manaus,campusUFAM,,,13,75,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"186,186,Brasil,Amazonas,Manaus,campusUFAM,,,3,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"187,187,Brasil,Amazonas,Manaus,campusUFAM,,,4,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.098541,-59.982655,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"188,188,Brasil,Amazonas,Manaus,campusUFAM,,,12,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.090358,-59.959705,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"189,189,Brasil,Amazonas,Manaus,campusUFAM,,,14,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.098144,-59.972179,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"190,190,Brasil,Amazonas,Manaus,campusUFAM,,,14,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.098144,-59.972179,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"191,191,Brasil,Amazonas,Manaus,campusUFAM,,,14,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.098144,-59.972179,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"192,192,Brasil,Amazonas,Manaus,campusUFAM,,,15,100,,100,5,manual,2010,Insecta,Isoptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
193,193,Brasil,Amazonas,,BR319,Purupuru,1,3500,230,,250,5,manual,2011,Insecta,Isoptera,Kalotermitidae,NA,Calcaritermes,Calcaritermes_sp._1,,1,-3.3464562,-59.8295038,NA,NA,M,,,,,,
194,194,Brasil,Amazonas,,BR319,Purupuru,1,3500,230,,250,5,manual,2011,Insecta,Isoptera,Kalotermitidae,Kalotermitidae,Criptotermes,Criptotermes_sp._1,,1,-3.3464562,-59.8295038,NA,NA,M,,,,,,
195,195,Brasil,Amazonas,,BR319,Igapo-acu,2,500,80,,250,5,manual,2011,Insecta,Isoptera,Kalotermitidae,Kalotermitidae,Neotermes,Neotermes_sp._1,,1,-4.6165592,-61.2570781,NA,NA,M,,,,,,
"196,196,Brasil,Amazonas,Manaus,campusUFAM,,,8,25,,100,5,manual,2010,Insecta,Isoptera,Kalotermitidae,Nao_informado,Glyptotermes,Glyptotermes_sp._1,,1,-3.091234,-59.969791,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"197,197,Brasil,Amazonas,Manaus,campusUFAM,,,7,50,,100,5,manual,2010,Insecta,Isoptera,Kalotermitidae,Nao_informado,Tauritermes,Tauritermes_sp._n,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
198,198,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,80,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Nasutitermitinae,Agnathotermes,Agnathotermes_crassinasus,cf.,1,-4.6104867,-61.2637139,NA,NA,H,,,,,,
199,199,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,80,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Nasutitermitinae,Angularitermes,Angularitermes_nasutissimus,,1,-4.6104867,-61.2637139,NA,NA,H,,,,,,
"200,200,Brasil,Amazonas,Manaus,campusUFAM,,,10,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Nasutitermitinae,Anhangatermes,Anhangatermes_macarthuri,,1,-3.086623,-59.96331,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
201,201,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,80,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-4.5913411,-61.2721843,NA,NA,I ,,,,,,
202,202,Brasil,Amazonas,,BR319,Purupuru,1,1500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-3.350999896,-59.84685821,NA,NA,I ,,,,,,
203,203,Brasil,Amazonas,,BR319,Purupuru,2,1500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-3.36066599,-59.84451103,NA,NA,I ,,,,,,
"204,204,Brasil,Amazonas,Manaus,campusUFAM,,,2,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-3.105662,-59.978184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"205,205,Brasil,Amazonas,Manaus,campusUFAM,,,9,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-3.088826,-59.970547,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"206,206,Brasil,Amazonas,Manaus,campusUFAM,,,10,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Nasutitermitinae,Araujotermes,Araujotermes_nanus,,1,-3.086623,-59.96331,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
